How many quizzes are dropped in cs 357,2,1,0.4426735043525696,Syllabus - CS 357.pdf,0,./docs\Syllabus - CS 357.pdf,0,3378,83.48899999691639,0.07380000170087442
How many quizzes are dropped in cs 357,2,2,0.3510280251502991,Syllabus - CS 357.pdf,4,./docs\Syllabus - CS 357.pdf,11705,15506,83.48899999691639,0.07380000170087442
